ContentObjectId,OrgUnitId,Title,ContentObjectType,CompletionType,ParentContentObjectId,Location,StartDate,EndDate,DueDate,ObjectId1,ObjectId2,ObjectId3,LastModified,IsDeleted,SortOrder,Depth,ToolId,IsHidden,ResultId,DeletedDate,CreatedBy,LastModifiedBy,DeletedBy
1451,6688,Module 2: Business Environments,Topic,Auto,1449,module2_content.csv,,,,,,,2024-11-26T02:48:31.2300000Z,1,5,2,,False,,2024-11-26T02:50:41.1130000Z,1,,196
1450,6688,Module 1: Introduction to Business,Topic,Auto,1449,module1_content.csv,,,,,,,2024-11-26T02:48:31.2100000Z,1,3,2,,False,,2024-11-26T02:50:41.0900000Z,1,,196
1449,6688,Introduction to Business,Module,Auto,0,,,,,,,,2024-11-26T02:48:31.1930000Z,1,2,1,,False,,2024-11-26T02:50:41.1400000Z,1,,196
1397,6686,YoutubeMath,Topic,Auto,1392,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=dropbox&rCode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-196,,,2024-10-16T04:59:59.0000000Z,33,,,2024-10-14T21:49:25.4100000Z,0,10,3,2000,False,,,196,196,
1396,6686,YoutubeMath,Topic,Auto,1392,https://www.youtube.com/watch?v=ouUaxWVJNSI,,,2024-10-16T04:59:59.0000000Z,,,,2024-10-14T21:49:23.9100000Z,0,62,3,,False,,,196,196,
1395,6686,Let's Talk,Topic,Auto,1392,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=discuss&rCode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-194,,,,,42,,2024-10-14T21:49:22.1070000Z,0,8,3,3000,False,,,196,196,
1394,6686,Untitled,Topic,Auto,1392,Untitled.html,,,,,,,2024-10-14T21:49:19.1130000Z,0,64,3,,False,,,196,196,
1393,6686,Page 1,Topic,Auto,1392,Page 1.html,,,2024-10-16T04:59:59.0000000Z,,,,2024-10-14T21:49:17.7370000Z,0,4,3,,False,,,196,196,
1392,6686,Math Lesson 1,Module,Auto,1391,,,,,,,,2024-10-14T21:49:15.7000000Z,0,3,2,,False,,,196,196,
1391,6686,Beginning Math,Module,Auto,0,,,,,,,,2024-10-14T21:26:10.6930000Z,0,2,1,,False,35,,196,196,
1444,6684,Module 3: Advanced Topics,Topic,Auto,1441,modules.csv,,,,,,,2024-11-26T01:45:18.5500000Z,0,540,3,,False,,,1,,
1443,6684,Module 2: Graphs,Topic,Auto,1441,modules.csv,,,,,,,2024-11-26T01:45:18.5200000Z,0,538,3,,False,,,1,,
1442,6684,Module 1: Trees,Topic,Auto,1441,modules.csv,,,,,,,2024-11-26T01:45:18.4830000Z,0,536,3,,False,,,1,,
1441,6684,CS103: Advanced Data Structures,Module,Auto,1436,,,,,,,,2024-11-26T01:45:18.4400000Z,0,535,2,,False,,,1,,
1440,6684,Module 3: Algorithms,Topic,Auto,1437,modules.csv,,,,,,,2024-11-26T01:45:18.3900000Z,0,486,3,,False,,,1,,
1439,6684,Module 2: Data Structures,Topic,Auto,1437,modules.csv,,,,,,,2024-11-26T01:45:18.3530000Z,0,484,3,,False,,,1,,
1438,6684,Module 1: Basics of Programming,Topic,Auto,1437,modules.csv,,,,,,,2024-11-26T01:45:18.3270000Z,0,482,3,,False,,,1,,
1437,6684,CS102: Introduction to Computer Science,Module,Auto,1436,,,,,,,,2024-11-26T01:45:18.2970000Z,0,481,2,,False,,,1,,
1436,6684,Brightspace Full Import,Module,Auto,0,,,,,,,,2024-11-26T01:45:18.2730000Z,0,480,1,,False,,,1,,
1435,6684,Introduction to Computer Science,Topic,Auto,1434,courses.csv,,,,,,,2024-11-26T01:40:03.1030000Z,0,427,2,,False,,,1,,
1434,6684,Brightspace Bulk Import Example,Module,Auto,0,,,,,,,,2024-11-26T01:40:03.0570000Z,0,426,1,,False,,,1,,
1411,6684,Activities,Topic,Auto,1410,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=checklist&rcode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-201,,,,27,,,2024-10-22T21:52:30.3200000Z,0,322,3,61000,False,,,196,196,
1410,6684,Conflict Analysis in Literature,Module,Auto,1401,,,,,,,,2024-10-22T21:52:27.9900000Z,0,321,2,,False,,,196,196,
1409,6684,Activities,Topic,Auto,1408,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=checklist&rcode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-200,,,,26,,,2024-10-22T21:52:23.5600000Z,0,216,3,61000,False,,,196,196,
1408,6684,Analyzing Personal Narratives,Module,Auto,1400,,,,,,,,2024-10-22T21:52:19.9430000Z,0,215,2,,False,,,196,196,
1407,6684,Activities,Topic,Auto,1406,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=checklist&rcode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-199,,,,25,,,2024-10-22T21:52:05.6700000Z,0,110,3,61000,False,,,196,196,
1406,6684,Identifying the Hero's Journey,Module,Auto,1399,,,,,,,,2024-10-22T21:52:02.2230000Z,0,109,2,,False,,,196,196,
1405,6684,Untitled,Topic,Auto,1402,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=dropbox&rCode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-198,,,,34,,,2024-10-22T21:52:14.7470000Z,0,8,3,2000,False,,,196,196,
1404,6684,Activities,Topic,Auto,1402,/d2l/common/dialogs/quickLink/quickLink.d2l?ou={orgUnitId}&type=checklist&rcode=8BAF348A-3BA6-4EB8-8D09-33F0EAB85A7A-197,,,,24,,,2024-10-22T21:52:13.1470000Z,0,6,3,61000,False,,,196,196,
1403,6684,Untitled,Module,Auto,1402,,,,,,,,2024-10-22T21:29:47.9800000Z,1,4,3,,True,,2024-10-22T21:29:55.3900000Z,196,196,196
1402,6684,The Romantic Era,Module,Auto,1398,,,,,,,,2024-10-22T21:52:11.5570000Z,0,3,2,,False,,,196,196,
1401,6684,Shadows and Light: Themes of Conflict and Resolution,Module,Auto,0,,,,,,,,2024-10-22T21:52:25.7170000Z,0,320,1,,False,,,196,196,
1400,6684,Words That Shape Us: The Power of Narrative,Module,Auto,0,,,,,,,,2024-10-22T21:52:17.6800000Z,0,214,1,,False,,,196,196,
1399,6684,The Hero’s Journey: Archetypes in Literature,Module,Auto,0,,,,,,,,2024-10-22T21:52:00.5200000Z,0,108,1,,False,,,196,196,
1398,6684,Voices Through Time: Exploring Literary Movements,Module,Auto,0,,,,,,,,2024-10-22T21:51:59.0130000Z,0,2,1,,False,,,196,196,
1433,6682,courses.csv,Topic,Auto,1426,courses.csv,,,,,,,2024-11-25T21:17:54.5500000Z,1,323,2,,True,,2024-11-25T21:18:11.2070000Z,196,196,196
1432,6682,Module 2: Graphs,Module,Auto,1430,,,,,,,,2024-11-25T21:16:26.2100000Z,0,272,3,,False,,,1,,
1431,6682,Module 1: Trees,Module,Auto,1430,,,,,,,,2024-11-25T21:16:26.1700000Z,0,270,3,,False,,,1,,
1430,6682,Advanced Data Structures,Module,Auto,1426,,,,,,,,2024-11-25T21:16:26.1400000Z,0,269,2,,False,,,1,,
1429,6682,Module 2: Data Structures,Module,Auto,1427,,,,,,,,2024-11-25T21:16:26.1100000Z,0,218,3,,False,,,1,,
1428,6682,Module 1: Basics of Programming,Module,Auto,1427,,,,,,,,2024-11-25T21:16:26.0800000Z,0,216,3,,False,,,1,,
1427,6682,Introduction to Computer Science,Module,Auto,1426,,,,,,,,2024-11-25T21:16:26.0400000Z,0,215,2,,False,,,1,,
1426,6682,unlockeddemo Import,Module,Auto,0,,,,,,,,2024-11-25T21:16:26.0130000Z,0,214,1,,False,,,1,,
1425,6682,Module 3: Advanced Topics,Topic,Auto,1422,modules.csv,,,,,,,2024-11-25T21:03:30.7770000Z,1,116,3,,False,,2024-11-25T21:18:32.4470000Z,1,,196
1424,6682,Module 2: Graphs,Topic,Auto,1422,modules.csv,,,,,,,2024-11-25T21:03:30.7500000Z,1,114,3,,False,,2024-11-25T21:18:32.4330000Z,1,,196
1423,6682,Module 1: Trees,Topic,Auto,1422,modules.csv,,,,,,,2024-11-25T21:03:30.7100000Z,1,112,3,,False,,2024-11-25T21:18:32.4170000Z,1,,196
1422,6682,Advanced Data Structures,Module,Auto,1417,,,,,,,,2024-11-25T21:03:30.6800000Z,1,111,2,,False,,2024-11-25T21:18:32.4530000Z,1,,196
1421,6682,Module 3: Algorithms,Topic,Auto,1418,modules.csv,,,,,,,2024-11-25T21:03:30.6570000Z,1,62,3,,False,,2024-11-25T21:18:32.3870000Z,1,,196
1420,6682,Module 2: Data Structures,Topic,Auto,1418,modules.csv,,,,,,,2024-11-25T21:03:30.6230000Z,1,60,3,,False,,2024-11-25T21:18:32.3600000Z,1,,196
1419,6682,Module 1: Basics of Programming,Topic,Auto,1418,modules.csv,,,,,,,2024-11-25T21:03:30.5930000Z,1,58,3,,False,,2024-11-25T21:18:32.3230000Z,1,,196
1418,6682,Introduction to Computer Science,Module,Auto,1417,,,,,,,,2024-11-25T21:03:30.5230000Z,1,57,2,,False,,2024-11-25T21:18:32.3970000Z,1,,196
1417,6682,Brightspace Bulk Import Example,Module,Auto,0,,,,,,,,2024-11-25T21:03:30.5000000Z,1,-48,1,,False,,2024-11-25T21:18:32.4630000Z,1,,196
1416,6682,discussions,Topic,Auto,1414,discussions - Copy.csv,,,,,,,2024-11-25T20:55:53.3370000Z,1,-99,2,,False,,2024-11-25T21:18:20.5100000Z,196,196,196
1415,6682,Introduction to Computer Science,Topic,Auto,1414,courses.csv,2024-11-24T17:00:00.0000000Z,,,,,,2024-11-25T20:54:11.0330000Z,1,-101,2,,False,,2024-11-25T21:18:20.4830000Z,1,196,196
1414,6682,Brightspace Bulk Import Example,Module,Auto,0,,2024-11-25T17:00:00.0000000Z,,,,,,2024-11-25T20:52:51.3170000Z,1,-102,1,,False,,2024-11-25T21:18:20.5570000Z,1,196,196
1390,6673,Flip Cards,Topic,Auto,1345,Flip Cards - Copy.html,,,,,,,2023-07-20T18:17:44.8430000Z,0,69,2,,False,,,169,169,
1389,6673,Creator+ Layouts,Module,Auto,0,,,,,,,,2023-07-04T15:08:15.1170000Z,0,376,1,,False,,,169,169,
1388,6673,Layouts in Elements,Topic,Auto,1389,Layouts - Elements.html,,,,,,,2023-07-04T15:03:32.6370000Z,0,429,2,,False,,,169,,
1387,6673,Layouts,Topic,Auto,1389,Layouts - Copy_1.html,,,,,,,2023-07-04T15:03:32.5730000Z,0,427,2,,False,,,169,,
1386,6673,Layouts,Module,Auto,1382,,,,,,,,2023-07-04T15:03:32.5470000Z,1,903,2,,False,,2023-07-04T15:05:57.2070000Z,169,,169
1385,6673,Hotspot,Topic,Auto,1345,Hotspots.html,,,,,,,2023-07-04T15:03:32.4230000Z,0,121,2,,False,,,169,,
1384,6673,Carousel ,Topic,Auto,1345,Carousel .html,,,,,,,2023-07-04T15:03:32.2370000Z,0,5,2,,False,,,169,,
1383,6673,Insert Element,Module,Auto,1382,,,,,,,,2023-07-04T15:03:32.0930000Z,1,957,2,,False,,2023-07-04T15:05:57.2200000Z,169,,169
1382,6673,Creator+ Instructional Design Best Practices,Module,Auto,0,,,,,,,,2023-07-04T15:03:31.9230000Z,1,852,1,,False,,2023-07-04T15:05:57.2300000Z,169,,169
1381,6673,Course Content Feedback,Topic,Auto,1380,https://forms.office.com/r/RhZGND9K0j,,,,,,,2023-05-01T15:26:21.6070000Z,1,799,2,,False,,2023-07-04T15:06:13.7700000Z,169,,169
1380,6673,Please Share Your Feedback,Module,Auto,0,,,,,,,,2023-05-01T15:26:21.5270000Z,1,798,1,,False,,2023-07-04T15:06:13.7770000Z,169,,169
1379,6673,Creator+ Documentation,Topic,Auto,1378,https://documentation.brightspace.com/EN/le/creator+/Using Brightspace Creator+.htm?TocPath=Instructors|Set up and deliver a course|Create course content|Using Brightspace Creator+|_____0,,,,,,,2023-05-01T15:26:21.4270000Z,0,745,2,,False,,,169,,
1378,6673,Resources,Module,Auto,0,,,,,,,,2023-07-04T15:13:21.1470000Z,0,744,1,,False,,,169,169,
1377,6673,Content Styler Details,Topic,Auto,1375,Content Styler Details.html,,,,,,,2023-05-01T15:26:21.2270000Z,0,642,3,,False,,,169,,
1376,6673,Content Styler,Topic,Auto,1375,Content Styler.html,,,,,,,2023-05-01T15:26:21.1600000Z,0,640,3,,False,,,169,,
1375,6673,Content Styler,Module,Auto,1374,,,,,,,,2023-07-04T15:15:13.3770000Z,0,639,2,,False,,,169,169,
1374,6673,Creator+ Admin Tools,Module,Auto,0,,,,,,,,2023-07-04T15:12:35.2230000Z,0,638,1,,False,,,169,169,
1373,6673,Capture App and Media Library Best Practices,Topic,Auto,1369,Capture App and Media Library Best Practices.html,,,,,,,2023-05-01T15:26:20.9070000Z,0,591,2,,False,,,169,,
1372,6673,New Media Library Interface,Topic,Auto,1369,New Media Library Interface.html,,,,,,,2023-05-01T15:26:20.8430000Z,1,589,2,,False,,2023-05-01T16:21:45.4300000Z,169,,169
1371,6673,Capture App Format Options,Topic,Auto,1369,Capture App Format Options.html,,,,,,,2023-05-01T15:26:20.7730000Z,0,587,2,,False,,,169,,
1370,6673,Capture App: How-To Video,Topic,Auto,1369,Capture App How-To Video.html,,,,,,,2023-05-01T15:26:20.7100000Z,0,585,2,,False,,,169,,
1369,6673,Capture App,Module,Auto,0,,,,,,,,2023-07-04T15:10:17.1770000Z,0,584,1,,False,,,169,169,
1368,6673,Conclusion Page Template,Topic,Auto,1364,Conclusion Page Template.html,,,,,,,2023-05-01T15:26:20.5530000Z,0,280,3,,False,,,169,,
1367,6673,Module Introduction Template,Topic,Auto,1364,Module Introduction Template.html,,,,,,,2023-05-01T15:26:20.4800000Z,0,278,3,,False,,,169,,
1366,6673,Meet Your Facilitator Template,Topic,Auto,1364,Meet Your Facilitator Template.html,,,,,,,2023-05-01T15:26:20.4170000Z,0,276,3,,False,,,169,,
1365,6673,Basic Page Template,Topic,Auto,1364,Basic Page.html,,,,,,,2023-05-01T15:26:20.3530000Z,0,274,3,,False,,,169,,
1364,6673,Ready-Made Templates,Module,Auto,1362,,,,,,,,2023-05-01T15:26:20.3030000Z,0,273,2,,False,,,169,,
1363,6673,Creator+ Templates Overview,Topic,Auto,1362,Creator+ Templates Overview.html,,,,,,,2023-05-01T15:26:20.2030000Z,0,271,2,,False,,,169,,
1362,6673,Creator+ Templates,Module,Auto,0,,,,,,,,2023-05-01T15:26:20.1530000Z,0,270,1,,False,,,169,,
1361,6673,Feedback for Practices,Topic,Auto,1354,https://forms.office.com/r/U91Un50tt6,,,,,,,2023-05-01T15:26:20.0700000Z,0,229,2,,False,,,169,,
1360,6673,Multiple Choice,Topic,Auto,1354,Multiple Choice.html,,,,,,,2023-05-01T15:26:19.9700000Z,0,227,2,,False,,,169,,
1359,6673,Multi-Select,Topic,Auto,1354,Multi-Select.html,,,,,,,2023-05-01T15:26:19.9100000Z,0,225,2,,False,,,169,,
1358,6673,Dropdown Fill in the Blanks,Topic,Auto,1354,Dropdown Fill in the Blanks.html,,,,,,,2023-05-01T15:26:19.8570000Z,0,223,2,,False,,,169,,
1357,6673,True or False,Topic,Auto,1354,True or False.html,,,,,,,2023-05-01T15:26:19.7930000Z,0,221,2,,False,,,169,,
1356,6673,Sorting,Topic,Auto,1354,Sorting.html,,,,,,,2023-05-01T15:26:19.7330000Z,0,219,2,,False,,,169,,
1355,6673,Sequencing,Topic,Auto,1354,Sequencing.html,,,,,,,2023-05-01T15:26:19.6700000Z,0,217,2,,False,,,169,,
1354,6673,Insert Practice: Best Practices,Module,Auto,0,,,,,,,,2023-05-01T15:26:19.6300000Z,0,216,1,,False,,,169,,
1353,6673,Feedback for Insert Element,Topic,Auto,1345,https://forms.office.com/r/YsrYD5rAKU,,,,,,,2023-05-01T15:26:19.5130000Z,0,177,2,,False,,,169,,
1352,6673,Stylized Quotes,Topic,Auto,1345,Stylized Quotes.html,,,,,,,2023-05-01T15:26:19.4000000Z,0,175,2,,False,,,169,,
1351,6673,Timelines,Topic,Auto,1345,Timelines.html,,,,,,,2023-05-01T15:26:19.3400000Z,0,173,2,,False,,,169,,
1350,6673,Callouts,Topic,Auto,1345,Callouts.html,,,,,,,2023-05-01T15:26:19.2870000Z,0,67,2,,False,,,169,,
1349,6673,Click and Reveal,Topic,Auto,1345,Click and Reveal.html,,,,,,,2023-05-01T15:26:19.2330000Z,0,65,2,,False,,,169,,
1348,6673,Flip Cards,Topic,Auto,1345,Flip Cards.html,,,,,,,2023-05-01T15:26:19.1800000Z,1,63,2,,False,,2023-07-20T18:17:04.7170000Z,169,,169
1347,6673,Tabs,Topic,Auto,1345,Tabs.html,,,,,,,2023-05-01T15:26:19.1270000Z,0,123,2,,False,,,169,,
1346,6673,Accordions ,Topic,Auto,1345,Accordions .html,,,,,,,2023-05-01T15:26:19.0770000Z,0,3,2,,False,,,169,,
1345,6673,Insert Element: Best Practices,Module,Auto,0,,,,,,,,2023-05-01T15:26:19.0330000Z,0,-46,1,,False,,,169,,
1344,6673,Introducing Capture App,Topic,Auto,1338,Introducing Capture App.html,,,,,,,2023-05-01T15:26:18.9500000Z,0,-89,2,,False,,,169,,
1343,6673,Introducing Content Styler,Topic,Auto,1338,Introducing Content Styler.html,,,,,,,2023-05-01T15:26:18.9030000Z,0,-91,2,,False,,,169,,
1342,6673,Introducing Instructional Content Templates,Topic,Auto,1338,Introducing Instructional Content Templates.html,,,,,,,2023-05-01T15:26:18.8570000Z,0,-93,2,,False,,,169,,
1341,6673,Introducing Practices,Topic,Auto,1338,Introducing Practices.html,,,,,,,2023-05-01T15:26:18.8030000Z,0,-95,2,,False,,,169,,
1340,6673,Introducing Insert Element,Topic,Auto,1338,Introducing Insert Element.html,,,,,,,2023-05-01T15:26:18.7470000Z,0,-97,2,,False,,,169,,
1339,6673,A Package Evolution,Topic,Auto,1338,A Package Evolution.html,,,,,,,2023-05-01T15:26:18.7000000Z,0,-99,2,,False,,,169,,
1338,6673,What is Creator+?,Module,Auto,0,,,,,,,,2023-05-01T15:26:18.6630000Z,0,-100,1,,False,,,169,,
1337,6673,Creator+ for D2L Brightspace,Topic,Auto,1336,Creator+ for D2L's Brightspace.html,,,,,,,2023-05-01T15:26:18.4800000Z,0,-153,2,,False,,,169,,
1336,6673,Welcome,Module,Auto,0,,,,,,,,2023-05-01T15:26:18.2900000Z,0,-154,1,,False,,,169,,
1335,6672,Status Reports,Module,Auto,0,,,,,,,,2023-04-21T16:00:26.0470000Z,1,690,1,,True,,2023-04-21T16:40:09.4770000Z,169,,169
1334,6672,Learn more about D2L Events,Topic,Auto,1329,https://www.d2l.com/events/,,,,,,,2023-04-21T16:00:25.9370000Z,0,645,2,,False,,,169,,
1333,6672,Watch our Webinars,Topic,Auto,1329,https://www.d2l.com/resources/webinars/,,,,,,,2023-04-21T16:00:25.8300000Z,0,643,2,,False,,,169,,
1332,6672,Finding Docs Resources on  Brightspace Community FAQ,Topic,Auto,1329,docs/Finding Docs Resources on  Brightspace Community FAQ.pdf,,,,,,,2023-04-21T16:00:25.6730000Z,0,641,2,,False,,,169,,
1331,6672,General Online Resources,Topic,Auto,1329,General Online Resources.html,,,,,,,2023-04-21T16:00:25.5930000Z,0,639,2,,False,,,169,,
1330,6672,Adoption,Topic,Auto,1329,lcs-new-pages/brightspace-101/module_01/Change Management.html,,,,,,,2023-04-21T16:00:25.5030000Z,0,637,2,,False,,,169,,
1329,6672,After Your Implementation,Module,Auto,0,,,,,,,,2023-04-21T16:00:25.4670000Z,0,636,1,,False,,,169,,
1328,6672,Prepare for Launch Checklist,Topic,Auto,1322,docs/Prepare for Launch Checklist.pdf,,,,,,,2023-04-21T16:00:25.3430000Z,0,593,2,,False,,,169,,
1327,6672,Building on a Great Start,Topic,Auto,1322,Building on a Great Start.html,,,,,,,2023-04-21T16:00:25.2770000Z,0,591,2,,False,,,169,,
1326,6672,Supporting Your Brightspace End Users,Topic,Auto,1322,Supporting Your Brightspace End Users.html,,,,,,,2023-04-21T16:00:25.2070000Z,0,589,2,,False,,,169,,
1325,6672,Support Beyond Implementation,Topic,Auto,1322,System Details PM to update.html,,,,,,,2023-04-21T16:00:25.1270000Z,0,587,2,,False,,,169,,
1324,6672,Communicating Your Brightspace Implementation,Topic,Auto,1322,Communicating your Brightspace Implementation.html,,,,,,,2023-04-21T16:00:25.0570000Z,0,585,2,,False,,,169,,
1323,6672,Preparing for Launch,Topic,Auto,1322,Preparing for Launch.html,,,,,,,2023-04-21T16:00:24.9870000Z,0,583,2,,False,,,169,,
1322,6672,Prepare for Launch,Module,Auto,0,,,,,,,,2023-04-21T16:00:24.9570000Z,0,582,1,,False,,,169,,
1321,6672,Learning Strategy,Topic,Auto,1319,Learning Strategy.html,,,,,,,2023-04-21T16:00:24.8230000Z,0,482,3,,False,,,169,,
1320,6672,Course Audit,Topic,Auto,1319,Course Audit.html,,,,,,,2023-04-21T16:00:24.7470000Z,0,480,3,,False,,,169,,
1319,6672,Coaching,Module,Auto,1314,,,,,,,,2023-04-21T16:00:24.7000000Z,0,479,2,,False,,,169,,
1318,6672,Certificate Training,Topic,Auto,1315,Certificate Training.html,,,,,,,2023-04-21T16:00:24.5730000Z,0,430,3,,False,,,169,,
1317,6672,Private Training,Topic,Auto,1315,Private Training.html,,,,,,,2023-04-21T16:00:24.5030000Z,0,428,3,,False,,,169,,
1316,6672,Brightspace Guided Training,Topic,Auto,1315,Brightspace Guided Training.html,,,,,,,2023-04-21T16:00:24.4330000Z,0,426,3,,False,,,169,,
1315,6672,Training,Module,Auto,1314,,,,,,,,2023-04-21T16:00:24.4000000Z,0,425,2,,False,,,169,,
1314,6672,Train & Coach,Module,Auto,0,,,,,,,,2023-04-21T16:00:24.3030000Z,0,424,1,,False,,,169,,
1313,6672,{Solution Portfolio : D2L Consultant to Provide},Topic,Auto,1311,{Solution Portfolio  D2L Consultant to Provide}.html,,,,,,,2023-04-21T16:00:24.1500000Z,0,330,3,,True,,,169,,
1312,6672,Overview of Solution Portfolio and Site Configuration,Topic,Auto,1311,Overview of Solution Portfolio and Site Configuration.html,,,,,,,2023-04-21T16:00:24.0700000Z,0,328,3,,False,,,169,,
